condition,factor,task_id,init_state_id,query_idx,rollout_seed,candidate_idx,candidate_seed,candidate_value_parallel,terminal_success_bool_parallel,terminal_failure_type_parallel,candidate_action_first_d0_parallel,candidate_action_first_d1_parallel,candidate_action_first_d2_parallel,candidate_action_first_d3_parallel,candidate_action_first_d4_parallel,candidate_action_first_d5_parallel,candidate_action_first_d6_parallel,candidate_action_last_d0_parallel,candidate_action_last_d1_parallel,candidate_action_last_d2_parallel,candidate_action_last_d3_parallel,candidate_action_last_d4_parallel,candidate_action_last_d5_parallel,candidate_action_last_d6_parallel,candidate_action_mean_d0_parallel,candidate_action_mean_d1_parallel,candidate_action_mean_d2_parallel,candidate_action_mean_d3_parallel,candidate_action_mean_d4_parallel,candidate_action_mean_d5_parallel,candidate_action_mean_d6_parallel,candidate_action_std_d0_parallel,candidate_action_std_d1_parallel,candidate_action_std_d2_parallel,candidate_action_std_d3_parallel,candidate_action_std_d4_parallel,candidate_action_std_d5_parallel,candidate_action_std_d6_parallel,future_proprio_l2_autoregressive_vs_parallel_parallel,future_proprio_rmse_autoregressive_vs_parallel_parallel,candidate_value_autoregressive,terminal_success_bool_autoregressive,terminal_failure_type_autoregressive,candidate_action_first_d0_autoregressive,candidate_action_first_d1_autoregressive,candidate_action_first_d2_autoregressive,candidate_action_first_d3_autoregressive,candidate_action_first_d4_autoregressive,candidate_action_first_d5_autoregressive,candidate_action_first_d6_autoregressive,candidate_action_last_d0_autoregressive,candidate_action_last_d1_autoregressive,candidate_action_last_d2_autoregressive,candidate_action_last_d3_autoregressive,candidate_action_last_d4_autoregressive,candidate_action_last_d5_autoregressive,candidate_action_last_d6_autoregressive,candidate_action_mean_d0_autoregressive,candidate_action_mean_d1_autoregressive,candidate_action_mean_d2_autoregressive,candidate_action_mean_d3_autoregressive,candidate_action_mean_d4_autoregressive,candidate_action_mean_d5_autoregressive,candidate_action_mean_d6_autoregressive,candidate_action_std_d0_autoregressive,candidate_action_std_d1_autoregressive,candidate_action_std_d2_autoregressive,candidate_action_std_d3_autoregressive,candidate_action_std_d4_autoregressive,candidate_action_std_d5_autoregressive,candidate_action_std_d6_autoregressive,future_proprio_l2_autoregressive_vs_parallel_autoregressive,future_proprio_rmse_autoregressive_vs_parallel_autoregressive,_merge,action_abs_diff__candidate_action_first_d0,action_abs_diff__candidate_action_first_d1,action_abs_diff__candidate_action_first_d2,action_abs_diff__candidate_action_first_d3,action_abs_diff__candidate_action_first_d4,action_abs_diff__candidate_action_first_d5,action_abs_diff__candidate_action_first_d6,action_abs_diff__candidate_action_last_d0,action_abs_diff__candidate_action_last_d1,action_abs_diff__candidate_action_last_d2,action_abs_diff__candidate_action_last_d3,action_abs_diff__candidate_action_last_d4,action_abs_diff__candidate_action_last_d5,action_abs_diff__candidate_action_last_d6,action_abs_diff__candidate_action_mean_d0,action_abs_diff__candidate_action_mean_d1,action_abs_diff__candidate_action_mean_d2,action_abs_diff__candidate_action_mean_d3,action_abs_diff__candidate_action_mean_d4,action_abs_diff__candidate_action_mean_d5,action_abs_diff__candidate_action_mean_d6,action_abs_diff__candidate_action_std_d0,action_abs_diff__candidate_action_std_d1,action_abs_diff__candidate_action_std_d2,action_abs_diff__candidate_action_std_d3,action_abs_diff__candidate_action_std_d4,action_abs_diff__candidate_action_std_d5,action_abs_diff__candidate_action_std_d6,action_signature_max_abs,action_signature_mean_abs,terminal_outcome_agrees,value_delta_autoregressive_minus_parallel,future_proprio_l2_autoregressive_vs_parallel,future_proprio_rmse_autoregressive_vs_parallel
Object,Object,0,5,0,5100000,0,5100000,0.23406869173049927,True,success,0.16307350248098373,-0.05375487729907036,0.0337744876742363,-0.037668422012904657,0.0477423369884491,-0.002519778302534803,-1.0054454803466797,0.1298849657177925,-0.8827009610831738,0.0031261146068573,0.024166988637419173,-0.008570931851863861,-0.0012434395752407568,-1.0039342641830444,0.14967545634135604,-0.607961006462574,0.021242459770292044,-0.003499769827556176,0.009203187189996243,-0.0008709042158336899,-1.003272995352745,0.02982672374824755,0.2746728592811832,0.019277596411908644,0.0195723589683664,0.020229365596143634,0.0007000379412468976,0.0012617160594036395,0.02275376870401829,0.007584589568006096,0.27335506677627563,True,success,0.16307350248098373,-0.05375487729907036,0.0337744876742363,-0.037668422012904657,0.0477423369884491,-0.002519778302534803,-1.0054454803466797,0.1298849657177925,-0.8827009610831738,0.0031261146068573,0.024166988637419173,-0.008570931851863861,-0.0012434395752407568,-1.0039342641830444,0.14967545634135604,-0.607961006462574,0.021242459770292044,-0.003499769827556176,0.009203187189996243,-0.0008709042158336899,-1.003272995352745,0.02982672374824755,0.2746728592811832,0.019277596411908644,0.0195723589683664,0.020229365596143634,0.0007000379412468976,0.0012617160594036395,0.02275376870401829,0.007584589568006096,both,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.03928637504577637,0.02275376870401829,0.007584589568006096
Object,Object,0,5,0,5100000,1,5100001,0.23091119527816772,False,timeout_no_goal,0.15019308775663376,-0.07205117493867874,0.02427533268928528,-0.03835852931127803,0.0331270694732666,-0.001886412008843763,-1.003777265548706,0.1276780664920807,-0.8919990621507168,0.004800707101821899,0.023639189569701458,-0.011014580726623535,-0.0005083715800964228,-1.0033401250839233,0.1509758667089045,-0.6085534114390612,0.019128990825265646,-0.005768735654134327,0.004554911982268095,-0.00043932607245222854,-1.0025630295276642,0.029185786722463802,0.2744539799377552,0.01608397833470912,0.02018042788638715,0.014739356315475318,0.0005485777519193784,0.00135005116625863,0.016538673269226027,0.00551289108974201,0.27464622259140015,False,timeout_no_goal,0.15019308775663376,-0.07205117493867874,0.02427533268928528,-0.03835852931127803,0.0331270694732666,-0.001886412008843763,-1.003777265548706,0.1276780664920807,-0.8919990621507168,0.004800707101821899,0.023639189569701458,-0.011014580726623535,-0.0005083715800964228,-1.0033401250839233,0.1509758667089045,-0.6085534114390612,0.019128990825265646,-0.005768735654134327,0.004554911982268095,-0.00043932607245222854,-1.0025630295276642,0.029185786722463802,0.2744539799377552,0.01608397833470912,0.02018042788638715,0.014739356315475318,0.0005485777519193784,0.00135005116625863,0.016538673269226027,0.00551289108974201,both,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.04373502731323242,0.016538673269226027,0.00551289108974201
Object,Object,0,5,0,5100000,2,5100002,0.1989845335483551,False,target_drop_candidate,0.12550905346870422,-0.01382533460855484,0.034400224685668945,-0.02176635041711883,0.03672342002391815,-0.0004182369049132717,-1.0017296075820923,0.21937228739261627,-0.8875031769275665,0.009986087679862976,0.01284588434432532,-0.004093140363693237,0.0006542577708543718,-1.0031962394714355,0.22036473965272307,-0.5286585038993508,0.02722563687711954,-0.00638888743727295,0.01001410000026226,0.00041222738534019143,-1.0025921985507011,0.03430813165394925,0.3046074728027752,0.021103989291713806,0.015484705949607743,0.014577206736492886,0.0005069284293989447,0.001089658724566167,0.025451410812261377,0.008483803604087126,0.2712737023830414,False,target_drop_candidate,0.12550905346870422,-0.01382533460855484,0.034400224685668945,-0.02176635041711883,0.03672342002391815,-0.0004182369049132717,-1.0017296075820923,0.21937228739261627,-0.8875031769275665,0.009986087679862976,0.01284588434432532,-0.004093140363693237,0.0006542577708543718,-1.0031962394714355,0.22036473965272307,-0.5286585038993508,0.02722563687711954,-0.00638888743727295,0.01001410000026226,0.00041222738534019143,-1.0025921985507011,0.03430813165394925,0.3046074728027752,0.021103989291713806,0.015484705949607743,0.014577206736492886,0.0005069284293989447,0.001089658724566167,0.025451410812261377,0.008483803604087126,both,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.07228916883468628,0.025451410812261377,0.008483803604087126
Object,Object,0,5,0,5100000,3,5100003,0.22932878136634827,False,timeout_no_goal,0.17074652016162872,-0.06686780601739883,0.04390217363834381,-0.02655714195486425,0.04014766216278076,-0.002466041203348368,-1.0017191171646118,0.15791907906532288,-0.8848049864172935,0.0019042566418647766,0.021331031501625297,-0.00807751715183258,-0.0007336972518388052,-1.0040258169174194,0.17862730426713824,-0.6113027280662209,0.02718217670917511,-0.0028267285873661008,0.006827245932072401,-0.0003115448578405733,-1.0022138357162476,0.03410109129822044,0.2713583860426328,0.024945689779102085,0.016489882289788992,0.01706828518598402,0.000741929172841394,0.0010242485441241027,0.01659801519427714,0.005532671731425714,0.27585655450820923,False,timeout_no_goal,0.17074652016162872,-0.06686780601739883,0.04390217363834381,-0.02655714195486425,0.04014766216278076,-0.002466041203348368,-1.0017191171646118,0.15791907906532288,-0.8848049864172935,0.0019042566418647766,0.021331031501625297,-0.00807751715183258,-0.0007336972518388052,-1.0040258169174194,0.17862730426713824,-0.6113027280662209,0.02718217670917511,-0.0028267285873661008,0.006827245932072401,-0.0003115448578405733,-1.0022138357162476,0.03410109129822044,0.2713583860426328,0.024945689779102085,0.016489882289788992,0.01706828518598402,0.000741929172841394,0.0010242485441241027,0.01659801519427714,0.005532671731425714,both,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.04652777314186096,0.01659801519427714,0.005532671731425714
Object,Object,0,5,0,5100000,4,5100004,0.20786592364311218,False,timeout_no_goal,0.13051606714725494,-0.028321444988250732,0.038141123950481415,-0.02877936137347703,0.027170464396476746,-0.0013604758486636115,-1.003191590309143,0.19439388066530228,-0.8781351149082184,0.006945803761482239,0.01866373148117173,-0.007734708487987518,-0.0004438606221555119,-1.002325177192688,0.20197142148390412,-0.5578933109063655,0.028183262329548597,-0.004817706576894676,0.005942907650023699,-0.00023671032895355992,-1.003072738647461,0.03154431691686983,0.2884314837473416,0.024687248523286964,0.01712390856389054,0.012600862869648965,0.0005329267931752044,0.0008960250680828806,0.022397009011751914,0.007465669670583972,0.27199673652648926,False,timeout_no_goal,0.13051606714725494,-0.028321444988250732,0.038141123950481415,-0.02877936137347703,0.027170464396476746,-0.0013604758486636115,-1.003191590309143,0.19439388066530228,-0.8781351149082184,0.006945803761482239,0.01866373148117173,-0.007734708487987518,-0.0004438606221555119,-1.002325177192688,0.20197142148390412,-0.5578933109063655,0.028183262329548597,-0.004817706576894676,0.005942907650023699,-0.00023671032895355992,-1.003072738647461,0.03154431691686983,0.2884314837473416,0.024687248523286964,0.01712390856389054,0.012600862869648965,0.0005329267931752044,0.0008960250680828806,0.022397009011751914,0.007465669670583972,both,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.06413081288337708,0.022397009011751914,0.007465669670583972
Object,Object,0,5,0,5100000,5,5100005,0.20312941074371338,False,timeout_no_goal,0.1090678945183754,-0.004961248487234116,0.029337331652641296,-0.014433406902847778,0.032212793827056885,-0.0007596514555459066,-1.004271388053894,0.22629976272583008,-0.8636604622006416,0.007182173430919647,0.012355556503795384,-0.001638360321521759,0.0009019463600523636,-1.0053672790527344,0.22943059215322137,-0.4759009787812829,0.031475736759603024,-0.007604171686544536,0.015306991059333086,0.0005883821792189714,-1.0030295923352242,0.04214231509372693,0.31181374831495434,0.022047677914734515,0.014608533072322374,0.013269357867837155,0.0005486705982822702,0.00106537586794834,0.0357889389086002,0.011929646302866734,0.26397770643234253,False,timeout_no_goal,0.1090678945183754,-0.004961248487234116,0.029337331652641296,-0.014433406902847778,0.032212793827056885,-0.0007596514555459066,-1.004271388053894,0.22629976272583008,-0.8636604622006416,0.007182173430919647,0.012355556503795384,-0.001638360321521759,0.0009019463600523636,-1.0053672790527344,0.22943059215322137,-0.4759009787812829,0.031475736759603024,-0.007604171686544536,0.015306991059333086,0.0005883821792189714,-1.0030295923352242,0.04214231509372693,0.31181374831495434,0.022047677914734515,0.014608533072322374,0.013269357867837155,0.0005486705982822702,0.00106537586794834,0.0357889389086002,0.011929646302866734,both,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.06084829568862915,0.0357889389086002,0.011929646302866734
Object,Object,0,5,0,5100000,6,5100006,0.178425133228302,True,success,0.14046069234609604,-0.008481480181217194,0.046119578182697296,-0.025215569561154894,0.040582671761512756,-0.0017335069377679702,-1.0012400150299072,0.1799355447292328,-0.8733442984521389,0.002964511513710022,0.015606093979847024,-0.010051935911178589,0.0004352113419443526,-1.00403892993927,0.2102591609582305,-0.5348923453129828,0.03627646481618285,-0.0050282146435478015,0.00677156075835228,-4.0959064735446304e-05,-1.0021587386727333,0.03707870869074756,0.29512609875629997,0.02785824157077174,0.015476702242401556,0.016630803277606142,0.0007394293345241128,0.0012428762831189185,0.03311229583999771,0.011037431946665904,0.26384496688842773,True,success,0.14046069234609604,-0.008481480181217194,0.046119578182697296,-0.025215569561154894,0.040582671761512756,-0.0017335069377679702,-1.0012400150299072,0.1799355447292328,-0.8733442984521389,0.002964511513710022,0.015606093979847024,-0.010051935911178589,0.0004352113419443526,-1.00403892993927,0.2102591609582305,-0.5348923453129828,0.03627646481618285,-0.0050282146435478015,0.00677156075835228,-4.0959064735446304e-05,-1.0021587386727333,0.03707870869074756,0.29512609875629997,0.02785824157077174,0.015476702242401556,0.016630803277606142,0.0007394293345241128,0.0012428762831189185,0.03311229583999771,0.011037431946665904,both,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.08541983366012573,0.03311229583999771,0.011037431946665904
Object,Object,0,5,0,5100000,7,5100007,0.23272570967674255,False,timeout_no_goal,0.17333641648292542,-0.07698168978095055,0.03244679421186447,-0.03093165157807043,0.040652453899383545,-0.0027459632390858246,-1.0034986734390259,0.14805760234594345,-0.8844272419810295,0.002669133245944977,0.024346989581302658,-0.01470869779586792,-0.0008865582580526166,-1.0016945600509644,0.1634727604687214,-0.620040048379451,0.02045061090029776,-0.002825095624950813,0.0030963714234530926,-0.0007792561880468618,-1.0017330385744572,0.029719503210613715,0.2710722071227936,0.018103880864310053,0.01868201253438477,0.01820279937300348,0.0010024322128536264,0.0016154549090278305,0.017102198652752615,0.005700732884250871,0.2743214964866638,False,timeout_no_goal,0.17333641648292542,-0.07698168978095055,0.03244679421186447,-0.03093165157807043,0.040652453899383545,-0.0027459632390858246,-1.0034986734390259,0.14805760234594345,-0.8844272419810295,0.002669133245944977,0.024346989581302658,-0.01470869779586792,-0.0008865582580526166,-1.0016945600509644,0.1634727604687214,-0.620040048379451,0.02045061090029776,-0.002825095624950813,0.0030963714234530926,-0.0007792561880468618,-1.0017330385744572,0.029719503210613715,0.2710722071227936,0.018103880864310053,0.01868201253438477,0.01820279937300348,0.0010024322128536264,0.0016154549090278305,0.017102198652752615,0.005700732884250871,both,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.041595786809921265,0.017102198652752615,0.005700732884250871
Object,Object,0,6,0,5100097,0,5100097,0.24802955985069275,True,success,0.02197936177253723,-0.00566236674785614,0.006005242466926575,-0.0027318818306092396,0.03202222287654877,0.0011886323521039799,-1.0016814470291138,0.3867252543568611,-0.8386799320578575,0.0030196085572242737,0.019663488705778498,0.03547896444797516,-0.03165724967161054,-1.002383828163147,0.30427386285737157,-0.533458439167589,0.05123939132317901,0.005858826969884046,0.048958780243992805,-0.01201994772954329,-1.0001673065125942,0.1436737188185026,0.3054040584638245,0.03868293011671524,0.009645791670671925,0.00874803105652067,0.013749956720196202,0.0021339062368627036,0.014655815013860908,0.00488527167128697,0.24311545491218567,True,success,0.02197936177253723,-0.00566236674785614,0.006005242466926575,-0.0027318818306092396,0.03202222287654877,0.0011886323521039799,-1.0016814470291138,0.3867252543568611,-0.8386799320578575,0.0030196085572242737,0.019663488705778498,0.03547896444797516,-0.03165724967161054,-1.002383828163147,0.30427386285737157,-0.533458439167589,0.05123939132317901,0.005858826969884046,0.048958780243992805,-0.01201994772954329,-1.0001673065125942,0.1436737188185026,0.3054040584638245,0.03868293011671524,0.009645791670671925,0.00874803105652067,0.013749956720196202,0.0021339062368627036,0.014655815013860908,0.00488527167128697,both,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,-0.00491410493850708,0.014655815013860908,0.00488527167128697
Object,Object,0,6,0,5100097,1,5100098,0.2487511932849884,True,success,0.011779926717281342,-0.005536079406738281,0.013007596135139465,-0.0036831167434474565,0.02957873046398163,0.0024089426073885534,-1.0014005899429321,0.381733775138855,-0.847082119435072,0.004479624330997467,0.020740072924018804,0.03799876570701599,-0.03133376951980438,-1.0020231008529663,0.30005701119080186,-0.5308741412591189,0.05221392726525664,0.005428131989320795,0.04859881941229105,-0.011832818030977243,-1.001505058258772,0.14869789877304557,0.3105765533830526,0.03959558120580981,0.009864325981105064,0.008059621552548562,0.014132760532720612,0.0013937674521115589,0.012486079937077772,0.004162026645692591,0.2427242398262024,True,success,0.011779926717281342,-0.005536079406738281,0.013007596135139465,-0.0036831167434474565,0.02957873046398163,0.0024089426073885534,-1.0014005899429321,0.381733775138855,-0.847082119435072,0.004479624330997467,0.020740072924018804,0.03799876570701599,-0.03133376951980438,-1.0020231008529663,0.30005701119080186,-0.5308741412591189,0.05221392726525664,0.005428131989320795,0.04859881941229105,-0.011832818030977243,-1.001505058258772,0.14869789877304557,0.3105765533830526,0.03959558120580981,0.009864325981105064,0.008059621552548562,0.014132760532720612,0.0013937674521115589,0.012486079937077772,0.004162026645692591,both,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,-0.006026953458786011,0.012486079937077772,0.004162026645692591
