snapshot_id,suite,task_id,init_state_id,rollout_id,rollout_seed,query_idx,t,phase_at_snapshot,task_description,open_loop_steps,consequence_horizon_steps,prediction_mode,experiment_split,case_id,num_candidates,action_std_mean,action_std_max,action_first_step_l2_std,action_xyz_std_mean,action_rot_std_mean,action_gripper_std_mean,action_pairwise_l2_mean,value_mean,value_std,value_range,future_proprio_std_mean,future_proprio_std_max,future_image_pixel_std_mean,future_wrist_pixel_std_mean,latent_action_across_seed_std_mean,latent_future_proprio_across_seed_std_mean,latent_value_across_seed_std_mean,latent_action_copy_std_mean_mean_over_samples,latent_future_proprio_copy_std_mean_mean_over_samples,latent_value_element_std_mean_mean_over_samples,candidate_idx,candidate_seed,candidate_value,candidate_is_max_value,candidate_first_action_l1,candidate_action_chunk_l1,candidate_action_chunk_l2,latent_action_copy_std_mean,latent_future_proprio_copy_std_mean,latent_value_element_std_mean,local_success,local_utility_v1,observed_goal_progress_delta,observed_target_lift_max,observed_target_drop_candidate,observed_wrong_object_interaction_candidate,observed_official_safety_violation,prediction_error_future_image_mse,prediction_error_future_wrist_mse,prediction_error_future_proprio_l2,terminal_available,sidecar_path,main_open_replay_state_max_abs,row_uid,factor,group_id,snapshot_group,source_table,terminal_success,terminal_final_t,terminal_target_drop_candidate,terminal_wrong_object_interaction_candidate,terminal_official_safety_violation,terminal_failure_type,split
libero_object__task0__init12__rollout1__query0,libero_object,0,12,1,14102425,0,0,approach,pick up the alphabet soup and place it in the basket,16,16,parallel,development,p4_id_task0,4,0.001673021586611867,0.009522896260023117,0.011033283546566963,0.00313572958111763,0.0005606714985333383,0.00062194699421525,0.009541455656290054,0.2386694848537445,0.0007429136894643307,0.0018205642700195312,0.0007900894852355123,0.0019512134604156017,0.5865827202796936,1.5007730722427368,0.006131954491138458,0.005561444442719221,0.005861517507582903,0.007537961937487125,0.007269499124959111,0.007492573349736631,0,14102425,0.23928439617156982,True,0.17462992668151855,0.24839426577091217,0.4515802562236786,0.007484303321689367,0.007256006356328726,0.0076201786287128925,False,0.0,0.0,2.1775428682424547e-12,0.0,0.0,0.0,566.3910522460938,854.083984375,0.009897258132696152,False,experiments/campaigns/p4_standard_id_20260906/runs/p4_standard_id_20260906__id_task0__snapshots/libero_object__task0__init12__rollout1__query0.npz,1.3702088429086493e-15,379eb2ff2b8d80dbb39a9460c70d2047a61894d8479e46114ad6bef9ea6a837b,ID,libero_object|task0|init12|rollout1|seed14102425,0ab7618ddbdba435f94f3a9520858693ebfe08fb7c39dbcad1a3920d8832584f,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/p4_standard_id_20260906/runs/p4_standard_id_20260906__id_task0__candidate_outcomes.parquet,,,,,,,calibration
libero_object__task0__init12__rollout1__query0,libero_object,0,12,1,14102425,0,0,approach,pick up the alphabet soup and place it in the basket,16,16,parallel,development,p4_id_task0,4,0.001673021586611867,0.009522896260023117,0.011033283546566963,0.00313572958111763,0.0005606714985333383,0.00062194699421525,0.009541455656290054,0.2386694848537445,0.0007429136894643307,0.0018205642700195312,0.0007900894852355123,0.0019512134604156017,0.5865827202796936,1.5007730722427368,0.006131954491138458,0.005561444442719221,0.005861517507582903,0.007537961937487125,0.007269499124959111,0.007492573349736631,1,14102426,0.2374638319015503,False,0.17073799669742584,0.2480105459690094,0.4510080814361572,0.00748240202665329,0.007216716185212135,0.007377918343991041,False,0.0,0.0,2.1775428682424547e-12,0.0,0.0,0.0,567.8258666992188,898.5852661132812,0.010960974730551243,False,experiments/campaigns/p4_standard_id_20260906/runs/p4_standard_id_20260906__id_task0__snapshots/libero_object__task0__init12__rollout1__query0.npz,,21b5fae4ff5a41c6330a543468c2adab0a6cceb608c1cf42223c2b75d52c6537,ID,libero_object|task0|init12|rollout1|seed14102425,0ab7618ddbdba435f94f3a9520858693ebfe08fb7c39dbcad1a3920d8832584f,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/p4_standard_id_20260906/runs/p4_standard_id_20260906__id_task0__candidate_outcomes.parquet,,,,,,,calibration
libero_object__task0__init12__rollout1__query0,libero_object,0,12,1,14102425,0,0,approach,pick up the alphabet soup and place it in the basket,16,16,parallel,development,p4_id_task0,4,0.001673021586611867,0.009522896260023117,0.011033283546566963,0.00313572958111763,0.0005606714985333383,0.00062194699421525,0.009541455656290054,0.2386694848537445,0.0007429136894643307,0.0018205642700195312,0.0007900894852355123,0.0019512134604156017,0.5865827202796936,1.5007730722427368,0.006131954491138458,0.005561444442719221,0.005861517507582903,0.007537961937487125,0.007269499124959111,0.007492573349736631,2,14102427,0.2392822504043579,False,0.17311905324459076,0.24971985816955566,0.45189368724823,0.007518663536757231,0.007146311458200216,0.007454493083059788,False,0.0,0.0,2.1775428682424547e-12,0.0,0.0,0.0,568.5829467773438,869.0939331054688,0.010538694448769093,False,experiments/campaigns/p4_standard_id_20260906/runs/p4_standard_id_20260906__id_task0__snapshots/libero_object__task0__init12__rollout1__query0.npz,,9f7d188177c4d01e79f8dd6f5ee0bb37abd28a97ada3387d4f0176a372018faa,ID,libero_object|task0|init12|rollout1|seed14102425,0ab7618ddbdba435f94f3a9520858693ebfe08fb7c39dbcad1a3920d8832584f,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/p4_standard_id_20260906/runs/p4_standard_id_20260906__id_task0__candidate_outcomes.parquet,,,,,,,calibration
libero_object__task0__init12__rollout1__query0,libero_object,0,12,1,14102425,0,0,approach,pick up the alphabet soup and place it in the basket,16,16,parallel,development,p4_id_task0,4,0.001673021586611867,0.009522896260023117,0.011033283546566963,0.00313572958111763,0.0005606714985333383,0.00062194699421525,0.009541455656290054,0.2386694848537445,0.0007429136894643307,0.0018205642700195312,0.0007900894852355123,0.0019512134604156017,0.5865827202796936,1.5007730722427368,0.006131954491138458,0.005561444442719221,0.005861517507582903,0.007537961937487125,0.007269499124959111,0.007492573349736631,3,14102428,0.2386474311351776,False,0.17580267786979675,0.24977050721645355,0.45211899280548096,0.007666478864848614,0.007458962500095367,0.007517703343182802,False,0.0,0.0,2.1775428682424547e-12,0.0,0.0,0.0,566.3859252929688,876.2362670898438,0.008652366697788239,False,experiments/campaigns/p4_standard_id_20260906/runs/p4_standard_id_20260906__id_task0__snapshots/libero_object__task0__init12__rollout1__query0.npz,,4f857edc8765bc50ab648f01914b39ab5b35e5be0d06330ed4d619a89844c9d0,ID,libero_object|task0|init12|rollout1|seed14102425,0ab7618ddbdba435f94f3a9520858693ebfe08fb7c39dbcad1a3920d8832584f,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/p4_standard_id_20260906/runs/p4_standard_id_20260906__id_task0__candidate_outcomes.parquet,,,,,,,calibration
libero_object__task0__init12__rollout1__query6,libero_object,0,12,1,14102425,6,96,transport,pick up the alphabet soup and place it in the basket,16,16,parallel,development,p4_id_task0,4,0.0008560676942579448,0.003923023585230112,0.004759134724736214,0.001389169949106872,0.0003378945402801037,0.0008112810319289565,0.0044397227466106415,0.6590409278869629,7.787935464875773e-05,0.0001946091651916504,0.0004591563483700156,0.0006638484774157405,0.5253558158874512,0.6475805044174194,0.0055935317650437355,0.005468189250677824,0.00526386359706521,0.007197051891125739,0.0072138888062909245,0.006757192895747721,0,14108425,0.6591163277626038,True,0.30666008591651917,0.3035446107387543,0.4932580888271332,0.0072380793280899525,0.007304118946194649,0.006819172762334347,False,0.0,0.0,0.002459189240694881,0.0,0.0,0.0,560.3724975585938,1011.5501708984375,0.0061208768747746944,False,experiments/campaigns/p4_standard_id_20260906/runs/p4_standard_id_20260906__id_task0__snapshots/libero_object__task0__init12__rollout1__query6.npz,2.370881269087022e-13,12de4408621d81b0f2115a663e0288791c279f9861a85cd53b77c1da8b538a05,ID,libero_object|task0|init12|rollout1|seed14102425,1d5d374b0e5b741577276475a25f0adebe4f6bd7ca5477b836105bcdd9cd2b44,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/p4_standard_id_20260906/runs/p4_standard_id_20260906__id_task0__candidate_outcomes.parquet,,,,,,,calibration
libero_object__task0__init12__rollout1__query6,libero_object,0,12,1,14102425,6,96,transport,pick up the alphabet soup and place it in the basket,16,16,parallel,development,p4_id_task0,4,0.0008560676942579448,0.003923023585230112,0.004759134724736214,0.001389169949106872,0.0003378945402801037,0.0008112810319289565,0.0044397227466106415,0.6590409278869629,7.787935464875773e-05,0.0001946091651916504,0.0004591563483700156,0.0006638484774157405,0.5253558158874512,0.6475805044174194,0.0055935317650437355,0.005468189250677824,0.00526386359706521,0.007197051891125739,0.0072138888062909245,0.006757192895747721,1,14108426,0.6591041088104248,False,0.3077555298805237,0.30368226766586304,0.493633896112442,0.007123985327780247,0.00703654857352376,0.006674070376902819,False,0.0,0.0,0.002290505829942946,0.0,0.0,0.0,561.9735717773438,1003.009765625,0.005978303495794535,False,experiments/campaigns/p4_standard_id_20260906/runs/p4_standard_id_20260906__id_task0__snapshots/libero_object__task0__init12__rollout1__query6.npz,,3edb6a5ff90c88e48462f44009931fbacacb5850eb5de24cca86698de6abbda5,ID,libero_object|task0|init12|rollout1|seed14102425,1d5d374b0e5b741577276475a25f0adebe4f6bd7ca5477b836105bcdd9cd2b44,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/p4_standard_id_20260906/runs/p4_standard_id_20260906__id_task0__candidate_outcomes.parquet,,,,,,,calibration
libero_object__task0__init12__rollout1__query6,libero_object,0,12,1,14102425,6,96,transport,pick up the alphabet soup and place it in the basket,16,16,parallel,development,p4_id_task0,4,0.0008560676942579448,0.003923023585230112,0.004759134724736214,0.001389169949106872,0.0003378945402801037,0.0008112810319289565,0.0044397227466106415,0.6590409278869629,7.787935464875773e-05,0.0001946091651916504,0.0004591563483700156,0.0006638484774157405,0.5253558158874512,0.6475805044174194,0.0055935317650437355,0.005468189250677824,0.00526386359706521,0.007197051891125739,0.0072138888062909245,0.006757192895747721,2,14108427,0.6590216159820557,False,0.30612367391586304,0.3033480644226074,0.49330687522888184,0.007068326231092215,0.0071206060238182545,0.006789825391024351,False,0.0,0.0,0.002399493586828838,0.0,0.0,0.0,562.1896362304688,985.87353515625,0.005639543756842613,False,experiments/campaigns/p4_standard_id_20260906/runs/p4_standard_id_20260906__id_task0__snapshots/libero_object__task0__init12__rollout1__query6.npz,,9cce4e299aab8467ea17d03c97e363d5c114b6ba71d701ea763fdf874cd7ea29,ID,libero_object|task0|init12|rollout1|seed14102425,1d5d374b0e5b741577276475a25f0adebe4f6bd7ca5477b836105bcdd9cd2b44,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/p4_standard_id_20260906/runs/p4_standard_id_20260906__id_task0__candidate_outcomes.parquet,,,,,,,calibration
libero_object__task0__init12__rollout1__query6,libero_object,0,12,1,14102425,6,96,transport,pick up the alphabet soup and place it in the basket,16,16,parallel,development,p4_id_task0,4,0.0008560676942579448,0.003923023585230112,0.004759134724736214,0.001389169949106872,0.0003378945402801037,0.0008112810319289565,0.0044397227466106415,0.6590409278869629,7.787935464875773e-05,0.0001946091651916504,0.0004591563483700156,0.0006638484774157405,0.5253558158874512,0.6475805044174194,0.0055935317650437355,0.005468189250677824,0.00526386359706521,0.007197051891125739,0.0072138888062909245,0.006757192895747721,3,14108428,0.6589217185974121,False,0.3074970245361328,0.30370238423347473,0.49319329857826233,0.007357816677540541,0.007394281681627035,0.006745703052729368,False,0.0,0.0,0.0025162163913954316,0.0,0.0,0.0,561.4484252929688,1005.4620361328125,0.0058237724006175995,False,experiments/campaigns/p4_standard_id_20260906/runs/p4_standard_id_20260906__id_task0__snapshots/libero_object__task0__init12__rollout1__query6.npz,,a09401a6cb944ab26469a0399ac84730c042002cb0166043eb108ecf00bda725,ID,libero_object|task0|init12|rollout1|seed14102425,1d5d374b0e5b741577276475a25f0adebe4f6bd7ca5477b836105bcdd9cd2b44,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/p4_standard_id_20260906/runs/p4_standard_id_20260906__id_task0__candidate_outcomes.parquet,,,,,,,calibration
libero_object__task0__init12__rollout1__query3,libero_object,0,12,1,14102425,3,48,grasp,pick up the alphabet soup and place it in the basket,16,16,parallel,development,p4_id_task0,4,0.0014359200140461326,0.006141451187431812,0.007307157386094332,0.002098524710163474,0.0008466867730021477,0.0012158062309026718,0.0072515276260674,0.41053512692451477,0.0003020564909093082,0.0007510185241699219,0.0008903217385523021,0.002629677765071392,0.5683380365371704,0.5400291681289673,0.006107388064265251,0.005590362008661032,0.005479097831994295,0.007971157552674413,0.007359355338849127,0.007050422253087163,0,14105425,0.410302996635437,False,0.26090362668037415,0.23377260565757751,0.4108272194862366,0.007845329120755196,0.007244342938065529,0.0070769707672297955,False,0.0,0.0,0.015609925996484371,0.0,0.0,0.0,637.380615234375,350.8614501953125,0.04327460005879402,False,experiments/campaigns/p4_standard_id_20260906/runs/p4_standard_id_20260906__id_task0__snapshots/libero_object__task0__init12__rollout1__query3.npz,,8b19394f81baa5c20dc86788a1dc1ed783ad931d772c93abd6fecdfabacbfa4e,ID,libero_object|task0|init12|rollout1|seed14102425,2260fdc38905cf015404e8cdd075bf644902143ff25404597a0ebe658e8ff47c,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/p4_standard_id_20260906/runs/p4_standard_id_20260906__id_task0__candidate_outcomes.parquet,,,,,,,calibration
libero_object__task0__init12__rollout1__query3,libero_object,0,12,1,14102425,3,48,grasp,pick up the alphabet soup and place it in the basket,16,16,parallel,development,p4_id_task0,4,0.0014359200140461326,0.006141451187431812,0.007307157386094332,0.002098524710163474,0.0008466867730021477,0.0012158062309026718,0.0072515276260674,0.41053512692451477,0.0003020564909093082,0.0007510185241699219,0.0008903217385523021,0.002629677765071392,0.5683380365371704,0.5400291681289673,0.006107388064265251,0.005590362008661032,0.005479097831994295,0.007971157552674413,0.007359355338849127,0.007050422253087163,1,14105426,0.4103730320930481,False,0.2585908770561218,0.23353469371795654,0.4107213318347931,0.007961745373904705,0.007406157907098532,0.0069457367062568665,False,0.0,0.0,0.015879824265375347,0.0,0.0,0.0,630.6218872070312,362.7892150878906,0.050087861716747284,False,experiments/campaigns/p4_standard_id_20260906/runs/p4_standard_id_20260906__id_task0__snapshots/libero_object__task0__init12__rollout1__query3.npz,,1a69f71945ee680490adc3b3a5f4d0040d9f7d73ca06e470b690bbde88be0496,ID,libero_object|task0|init12|rollout1|seed14102425,2260fdc38905cf015404e8cdd075bf644902143ff25404597a0ebe658e8ff47c,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/p4_standard_id_20260906/runs/p4_standard_id_20260906__id_task0__candidate_outcomes.parquet,,,,,,,calibration
