utility,method,factor,snapshots,mean_selected_utility,mean_regret,top1_accuracy
local_utility_v1,cosmos_value,Environment,100,-0.01,0.0,1.0
local_utility_v1,cosmos_value,Object,100,0.0,0.0,1.0
local_utility_v1,cosmos_value,Position,72,0.0,0.0,1.0
local_utility_v1,factor_oof_candidate_ridge,Environment,100,-0.01,0.0,1.0
local_utility_v1,factor_oof_candidate_ridge,Object,100,0.0,0.0,1.0
local_utility_v1,factor_oof_candidate_ridge,Position,72,0.0,0.0,1.0
local_utility_v1,grouped_oof_candidate_ridge,Environment,100,-0.01,0.0,1.0
local_utility_v1,grouped_oof_candidate_ridge,Object,100,0.0,0.0,1.0
local_utility_v1,grouped_oof_candidate_ridge,Position,72,0.0,0.0,1.0
local_utility_v1,oracle,Environment,100,-0.01,0.0,1.0
local_utility_v1,oracle,Object,100,0.0,0.0,1.0
local_utility_v1,oracle,Position,72,0.0,0.0,1.0
local_utility_v1,random,Environment,100,-0.01,0.0,1.0
local_utility_v1,random,Object,100,0.0,0.0,1.0
local_utility_v1,random,Position,72,0.0,0.0,1.0
local_utility_v1,value_minus_internal_action,Environment,100,-0.01,0.0,1.0
local_utility_v1,value_minus_internal_action,Object,100,0.0,0.0,1.0
local_utility_v1,value_minus_internal_action,Position,72,0.0,0.0,1.0
dense_utility_v2,cosmos_value,Environment,100,0.18612586819307914,0.0037244611617630835,0.27
dense_utility_v2,cosmos_value,Object,100,0.3355331850863568,0.020192064623331004,0.44
dense_utility_v2,cosmos_value,Position,72,0.2571354154748271,0.0037492932526275186,0.3888888888888889
dense_utility_v2,factor_oof_candidate_ridge,Environment,100,0.18871515711107617,0.0011351722437660569,0.47
dense_utility_v2,factor_oof_candidate_ridge,Object,100,0.33406803843695493,0.02165721127273293,0.31
dense_utility_v2,factor_oof_candidate_ridge,Position,72,0.2562150687707591,0.004669639956695507,0.4166666666666667
dense_utility_v2,grouped_oof_candidate_ridge,Environment,100,0.18679356540742706,0.0030567639474151525,0.35
dense_utility_v2,grouped_oof_candidate_ridge,Object,100,0.3312113233597584,0.024513926349929514,0.33
dense_utility_v2,grouped_oof_candidate_ridge,Position,72,0.25602948645292983,0.004855222274524762,0.2638888888888889
dense_utility_v2,oracle,Environment,100,0.1898503293548422,0.0,1.0
dense_utility_v2,oracle,Object,100,0.3557252497096879,0.0,1.0
dense_utility_v2,oracle,Position,72,0.2608847087274546,0.0,1.0
dense_utility_v2,random,Environment,100,0.18613374090745208,0.0037165884473901478,0.24
dense_utility_v2,random,Object,100,0.3408276865977279,0.014897563111959939,0.25
dense_utility_v2,random,Position,72,0.2565612781966573,0.004323430530797304,0.3055555555555556
dense_utility_v2,value_minus_internal_action,Environment,100,0.18549351054008031,0.004356818814761899,0.22
dense_utility_v2,value_minus_internal_action,Object,100,0.34269533973192745,0.013029909977760445,0.37
dense_utility_v2,value_minus_internal_action,Position,72,0.25420163970275494,0.006683069024699683,0.1388888888888889
terminal_utility_v1,cosmos_value,Environment,20,1.275,0.05,0.9
terminal_utility_v1,cosmos_value,Object,19,2.6842105263157894,0.3157894736842105,0.8947368421052632
terminal_utility_v1,cosmos_value,Position,13,2.0,0.038461538461538464,0.9230769230769231
terminal_utility_v1,factor_oof_candidate_ridge,Environment,20,1.325,0.0,1.0
terminal_utility_v1,factor_oof_candidate_ridge,Object,19,2.473684210526316,0.5263157894736842,0.8421052631578947
terminal_utility_v1,factor_oof_candidate_ridge,Position,2,3.0,0.0,1.0
terminal_utility_v1,grouped_oof_candidate_ridge,Environment,20,1.275,0.05,0.9
terminal_utility_v1,grouped_oof_candidate_ridge,Object,19,2.473684210526316,0.5263157894736842,0.8421052631578947
terminal_utility_v1,grouped_oof_candidate_ridge,Position,13,2.0,0.038461538461538464,0.9230769230769231
terminal_utility_v1,oracle,Environment,20,1.325,0.0,1.0
terminal_utility_v1,oracle,Object,19,3.0,0.0,1.0
terminal_utility_v1,oracle,Position,13,2.0384615384615383,0.0,1.0
terminal_utility_v1,random,Environment,20,1.275,0.05,0.9
terminal_utility_v1,random,Object,19,2.6842105263157894,0.3157894736842105,0.8947368421052632
terminal_utility_v1,random,Position,13,2.0,0.038461538461538464,0.9230769230769231
terminal_utility_v1,value_minus_internal_action,Environment,20,1.275,0.05,0.9
terminal_utility_v1,value_minus_internal_action,Object,19,2.6315789473684212,0.3684210526315789,0.8947368421052632
terminal_utility_v1,value_minus_internal_action,Position,13,2.0,0.038461538461538464,0.9230769230769231
